   0,    0,    0,
   0,    9,    0,
   0,   14,    0,
   0,   18,    0,
   0,   23,    0,
   0,   28,    0,
   0,   33,    0,
   0,   37,    0,
   0,   42,    0,
   0,   46,    1,
   0,   51,    1,
   0,   56,    1,
   0,   61,    1,
   0,   65,    1,
   0,   70,    1,
   0,   74,    1,
   0,   79,    1,
   0,   85,    1,
   0,   89,    2,
   0,   94,    2,
   0,   98,    2,
   0,  103,    2,
   0,  108,    2,
   0,  109,    2,
   0,  111,    2,
   0,  112,    2,
   0,  114,    2,
   0,  115,    3,
   0,  117,    3,
   0,  118,    3,
   0,  120,    3,
   0,  121,    3,
   0,  122,    3,
   0,  124,    3,
   0,  125,    6,
   0,  127,    9,
   0,  129,   12,
   0,  130,   15,
   0,  131,   18,
   0,  133,   21,
   0,  134,   24,
   0,  136,   27,
   0,  138,   31,
   0,  138,   33,
   0,  140,   37,
   0,  142,   40,
   0,  143,   43,
   0,  145,   46,
   0,  146,   49,
   0,  147,   52,
   0,  149,   55,
   0,  151,   58,
   0,  152,   62,
   0,  154,   65,
   0,  155,   68,
   0,  156,   71,
   0,  158,   74,
   0,  159,   77,
   0,  161,   80,
   0,  162,   83,
   0,  164,   87,
   0,  165,   90,
   0,  167,   93,
   0,  169,   96,
   0,  169,   98,
   0,  168,  102,
   0,  167,  105,
   0,  167,  108,
   0,  166,  111,
   0,  165,  115,
   0,  165,  117,
   0,  164,  119,
   0,  163,  121,
   0,  163,  123,
   0,  162,  125,
   0,  162,  126,
   0,  161,  128,
   0,  161,  131,
   0,  160,  133,
   0,  159,  135,
   0,  159,  136,
   0,  158,  138,
   0,  157,  140,
   0,  157,  142,
   0,  156,  145,
   0,  156,  147,
   0,  155,  148,
   0,  155,  150,
   0,  154,  152,
   0,  153,  154,
   0,  153,  156,
   0,  152,  158,
   0,  151,  159,
   0,  150,  160,
   0,  147,  161,
   0,  144,  162,
   0,  141,  162,
   0,  138,  163,
   0,  134,  164,
   0,  131,  166,
   0,  128,  167,
   0,  125,  168,
   0,  122,  169,
   0,  119,  170,
   0,  116,  171,
   0,  113,  172,
   0,  109,  173,
   0,  107,  173,
   0,  103,  175,
   0,  100,  176,
   0,   98,  177,
   0,   94,  178,
   0,   91,  179,
   0,   88,  180,
   0,   85,  181,
   0,   82,  182,
   0,   78,  183,
   0,   76,  184,
   0,   73,  185,
   0,   69,  186,
   0,   66,  187,
   0,   63,  188,
   0,   60,  189,
   0,   57,  190,
   0,   54,  191,
   0,   51,  192,
   0,   48,  194,
   0,   44,  195,
   0,   42,  195,
   0,   38,  196,
   0,   35,  197,
   0,   32,  198,
   0,   29,  199,
   0,   26,  200,
   0,   23,  201,
   0,   20,  203,
   3,   17,  204,
   6,   13,  205,
  10,   10,  206,
  12,    7,  206,
  15,    4,  207,
  18,    1,  208,
  21,    0,  209,
  24,    0,  211,
  27,    0,  212,
  31,    0,  213,
  33,    0,  214,
  36,    0,  215,
  40,    0,  216,
  42,    0,  216,
  45,    0,  217,
  49,    0,  218,
  52,    0,  220,
  55,    0,  221,
  58,    0,  222,
  61,    0,  223,
  64,    0,  224,
  67,    0,  225,
  70,    0,  226,
  73,    0,  227,
  76,    0,  228,
  79,    0,  229,
  82,    0,  229,
  85,    0,  229,
  88,    0,  229,
  91,    0,  229,
  94,    0,  230,
  97,    0,  230,
 100,    0,  230,
 104,    0,  231,
 107,    0,  231,
 109,    0,  231,
 113,    0,  231,
 116,    0,  232,
 118,    0,  232,
 122,    0,  232,
 125,    0,  232,
 128,    0,  233,
 130,    0,  233,
 134,    0,  233,
 137,    0,  234,
 139,    0,  234,
 143,    0,  234,
 146,    0,  234,
 149,    0,  235,
 152,    0,  235,
 155,    0,  235,
 158,    0,  236,
 161,    0,  236,
 164,    0,  236,
 167,    0,  236,
 171,    0,  237,
 173,    0,  237,
 176,    0,  237,
 179,    0,  237,
 182,    0,  238,
 185,    0,  238,
 188,    0,  238,
 192,    0,  239,
 195,    0,  239,
 198,    0,  239,
 199,    0,  240,
 199,    0,  240,
 200,    0,  240,
 201,    0,  240,
 202,    0,  240,
 203,    0,  241,
 205,    0,  241,
 206,    0,  241,
 207,    0,  242,
 208,    0,  242,
 209,    0,  242,
 210,    0,  243,
 210,    0,  243,
 212,    0,  243,
 213,    0,  243,
 214,    0,  243,
 215,    0,  244,
 216,    0,  244,
 217,    0,  244,
 218,    0,  245,
 220,    0,  245,
 221,    0,  245,
 222,    0,  246,
 222,    0,  246,
 223,    7,  246,
 224,   15,  246,
 226,   24,  247,
 227,   32,  247,
 228,   41,  247,
 229,   50,  247,
 230,   58,  248,
 231,   67,  248,
 232,   75,  248,
 233,   84,  248,
 234,   92,  249,
 235,  101,  249,
 236,  109,  249,
 237,  118,  250,
 238,  127,  250,
 239,  135,  250,
 241,  144,  251,
 242,  153,  251,
 243,  161,  251,
 244,  170,  251,
 244,  178,  251,
 245,  186,  252,
 247,  195,  252,
 248,  203,  252,
 249,  212,  253,
 250,  221,  253,
 251,  229,  253,
 252,  238,  254,
 253,  246,  254,
 254,  254,  254,
 254,  254,  254,
