   0,    0,    0,
   0,    0,    9,
   0,    0,   14,
   0,    0,   18,
   0,    0,   23,
   0,    0,   27,
   0,    0,   32,
   0,    0,   36,
   0,    0,   41,
   0,    0,   45,
   0,    0,   50,
   0,    0,   54,
   0,    0,   59,
   0,    0,   63,
   0,    0,   68,
   0,    0,   72,
   0,    0,   77,
   0,    0,   82,
   0,    0,   86,
   0,    0,   91,
   0,    0,   95,
   0,    0,  100,
   0,    0,  104,
   0,    0,  110,
   0,    0,  111,
   0,    0,  113,
   0,    0,  115,
   0,    0,  116,
   0,    0,  117,
   0,    0,  119,
   0,    0,  121,
   0,    0,  122,
   0,    0,  123,
   0,    0,  125,
   0,    0,  126,
   0,    2,  128,
   0,    5,  130,
   0,    8,  131,
   0,   11,  132,
   0,   15,  134,
   0,   18,  136,
   0,   21,  137,
   0,   25,  139,
   0,   28,  140,
   0,   31,  141,
   0,   35,  143,
   0,   38,  145,
   0,   41,  146,
   0,   44,  147,
   0,   48,  149,
   0,   51,  151,
   0,   54,  152,
   0,   58,  154,
   0,   62,  156,
   0,   64,  156,
   0,   68,  158,
   0,   71,  160,
   0,   74,  161,
   0,   78,  163,
   0,   81,  164,
   0,   85,  166,
   0,   88,  167,
   0,   91,  169,
   0,   95,  171,
   0,   97,  171,
   0,  101,  170,
   0,  105,  169,
   0,  108,  169,
   0,  111,  168,
   0,  115,  167,
   0,  117,  167,
   0,  119,  166,
   0,  121,  165,
   0,  123,  165,
   0,  125,  164,
   0,  126,  164,
   0,  128,  163,
   0,  130,  163,
   0,  132,  162,
   0,  134,  161,
   0,  136,  161,
   0,  138,  160,
   0,  140,  159,
   0,  142,  159,
   0,  144,  158,
   0,  146,  158,
   0,  147,  157,
   0,  149,  157,
   0,  151,  156,
   0,  153,  155,
   0,  155,  155,
   0,  157,  154,
   0,  159,  153,
   0,  160,  152,
   0,  161,  149,
   0,  162,  146,
   0,  162,  143,
   0,  163,  140,
   0,  165,  136,
   0,  166,  133,
   0,  167,  130,
   0,  168,  127,
   0,  169,  124,
   0,  170,  121,
   0,  171,  118,
   0,  173,  114,
   0,  174,  111,
   0,  174,  108,
   0,  175,  105,
   0,  176,  102,
   0,  178,   99,
   0,  179,   95,
   0,  180,   92,
   0,  181,   89,
   0,  182,   86,
   0,  183,   83,
   0,  184,   79,
   0,  185,   77,
   0,  186,   73,
   0,  187,   70,
   0,  188,   67,
   0,  189,   64,
   0,  190,   60,
   0,  191,   57,
   0,  193,   54,
   0,  194,   51,
   0,  195,   48,
   0,  196,   44,
   0,  196,   42,
   0,  198,   38,
   0,  199,   35,
   0,  200,   32,
   0,  201,   29,
   0,  202,   26,
   0,  203,   22,
   0,  204,   19,
   0,  206,   16,
   3,  207,   13,
   6,  208,    9,
   9,  208,    7,
  12,  209,    3,
  15,  210,    3,
  18,  212,    2,
  21,  213,    2,
  24,  214,    2,
  27,  215,    2,
  30,  216,    2,
  33,  217,    2,
  36,  219,    2,
  39,  219,    2,
  42,  220,    2,
  45,  221,    2,
  48,  222,    2,
  51,  223,    2,
  54,  225,    2,
  57,  226,    2,
  60,  227,    2,
  63,  228,    2,
  66,  229,    2,
  70,  230,    2,
  72,  231,    2,
  75,  232,    2,
  79,  232,    2,
  81,  232,    2,
  84,  232,    2,
  87,  232,    2,
  91,  233,    2,
  93,  233,    2,
  96,  233,    2,
 100,  233,    2,
 103,  234,    2,
 106,  234,    2,
 109,  234,    2,
 112,  234,    2,
 115,  234,    2,
 118,  235,    2,
 121,  235,    2,
 124,  235,    2,
 127,  236,    2,
 130,  236,    2,
 133,  236,    2,
 136,  236,    2,
 139,  236,    2,
 142,  237,    2,
 145,  237,    2,
 148,  237,    2,
 151,  237,    2,
 154,  238,    2,
 157,  238,    2,
 160,  238,    2,
 163,  239,    2,
 167,  239,    2,
 169,  239,    2,
 172,  239,    2,
 175,  239,    2,
 178,  240,    2,
 181,  240,    2,
 184,  240,    2,
 188,  240,    2,
 190,  241,    2,
 193,  241,    2,
 197,  241,    2,
 199,  241,    2,
 203,  242,    2,
 204,  242,    2,
 205,  242,    2,
 206,  242,    2,
 207,  243,    2,
 208,  243,    2,
 209,  243,    2,
 210,  243,    2,
 211,  244,    2,
 212,  244,    2,
 212,  244,    2,
 214,  244,    2,
 215,  244,    2,
 216,  245,    2,
 217,  245,    2,
 218,  245,    2,
 219,  246,    2,
 220,  246,    2,
 221,  246,    2,
 222,  246,    2,
 223,  247,    2,
 224,  247,    2,
 225,  247,    2,
 226,  247,    8,
 227,  247,   17,
 228,  248,   26,
 229,  248,   35,
 230,  248,   43,
 231,  249,   52,
 232,  249,   61,
 233,  249,   70,
 234,  249,   78,
 235,  249,   87,
 236,  250,   96,
 237,  250,  105,
 238,  250,  114,
 239,  250,  123,
 240,  251,  132,
 241,  251,  140,
 242,  251,  149,
 243,  252,  158,
 245,  252,  167,
 245,  252,  176,
 246,  252,  184,
 247,  252,  193,
 248,  253,  202,
 249,  253,  211,
 250,  253,  220,
 251,  253,  228,
 252,  254,  237,
 253,  254,  246,
 254,  254,  254,
 254,  254,  254,
