   0,    0,    0,
   8,    0,    0,
  13,    0,    0,
  17,    0,    0,
  21,    0,    0,
  25,    0,    0,
  30,    0,    0,
  34,    0,    0,
  39,    0,    0,
  43,    0,    1,
  47,    0,    1,
  51,    0,    1,
  56,    0,    1,
  60,    0,    1,
  64,    0,    1,
  68,    0,    1,
  73,    0,    1,
  78,    0,    1,
  82,    0,    2,
  86,    0,    2,
  90,    0,    2,
  95,    0,    2,
  99,    0,    2,
 104,    0,    2,
 108,    0,    2,
 110,    0,    2,
 112,    0,    2,
 113,    0,    3,
 114,    0,    3,
 116,    0,    3,
 118,    0,    3,
 119,    0,    3,
 120,    0,    3,
 121,    0,    3,
 123,    0,    6,
 125,    0,    9,
 126,    0,   12,
 128,    0,   15,
 129,    0,   18,
 131,    0,   21,
 132,    0,   24,
 134,    0,   27,
 135,    0,   31,
 136,    0,   33,
 138,    0,   37,
 139,    0,   40,
 141,    0,   43,
 143,    0,   46,
 144,    0,   49,
 145,    0,   52,
 147,    0,   55,
 148,    0,   58,
 150,    0,   62,
 152,    0,   65,
 152,    0,   68,
 154,    0,   71,
 156,    0,   74,
 157,    0,   77,
 159,    0,   80,
 160,    0,   83,
 161,    0,   87,
 163,    0,   90,
 165,    0,   93,
 166,    0,   96,
 167,    0,   98,
 169,    0,  102,
 170,    0,  105,
 169,    0,  108,
 168,    0,  111,
 167,    0,  115,
 166,    0,  117,
 166,    0,  119,
 165,    0,  121,
 164,    0,  123,
 163,    0,  125,
 163,    0,  126,
 163,    0,  128,
 162,    0,  131,
 161,    0,  133,
 160,    0,  135,
 160,    0,  136,
 159,    0,  138,
 158,    0,  140,
 157,    0,  142,
 156,    0,  145,
 156,    0,  147,
 156,    0,  148,
 155,    0,  150,
 154,    0,  152,
 153,    0,  154,
 153,    0,  156,
 152,    0,  158,
 151,    0,  159,
 150,    0,  160,
 149,    0,  161,
 146,    0,  162,
 144,    0,  162,
 140,    0,  163,
 137,    0,  164,
 134,    0,  166,
 131,    0,  167,
 128,    0,  168,
 125,    0,  169,
 122,    0,  170,
 119,    0,  171,
 115,    0,  172,
 112,    0,  173,
 110,    0,  173,
 106,    0,  175,
 103,    0,  176,
 100,    0,  177,
  97,    0,  178,
  94,    0,  179,
  91,    0,  180,
  88,    0,  181,
  85,    0,  182,
  81,    0,  183,
  79,    0,  184,
  75,    0,  185,
  72,    0,  186,
  69,    0,  187,
  66,    0,  188,
  63,    0,  189,
  60,    0,  190,
  57,    0,  191,
  54,    0,  192,
  51,    0,  194,
  47,    0,  195,
  45,    0,  195,
  41,    0,  196,
  38,    0,  197,
  35,    0,  198,
  32,    0,  199,
  29,    0,  200,
  26,    0,  201,
  23,    0,  203,
  20,    0,  204,
  17,    3,  205,
  13,    7,  206,
  11,    9,  206,
   7,   13,  207,
   4,   16,  208,
   1,   19,  209,
   0,   23,  211,
   0,   26,  212,
   0,   29,  213,
   0,   32,  214,
   0,   35,  215,
   0,   39,  216,
   0,   42,  216,
   0,   45,  217,
   0,   49,  218,
   0,   52,  220,
   0,   55,  221,
   0,   59,  222,
   0,   62,  223,
   0,   65,  224,
   0,   68,  225,
   0,   71,  226,
   0,   75,  227,
   0,   78,  228,
   0,   81,  229,
   0,   85,  229,
   0,   87,  229,
   0,   91,  229,
   0,   94,  229,
   0,   98,  230,
   0,  101,  230,
   0,  104,  230,
   0,  107,  231,
   0,  111,  231,
   0,  113,  231,
   0,  117,  231,
   0,  120,  232,
   0,  123,  232,
   0,  127,  232,
   0,  130,  232,
   0,  133,  233,
   0,  136,  233,
   0,  140,  233,
   0,  143,  234,
   0,  146,  234,
   0,  149,  234,
   0,  153,  234,
   0,  156,  235,
   0,  159,  235,
   0,  162,  235,
   0,  166,  236,
   0,  169,  236,
   0,  172,  236,
   0,  176,  236,
   0,  179,  237,
   0,  182,  237,
   0,  185,  237,
   0,  188,  237,
   0,  192,  238,
   0,  195,  238,
   0,  198,  238,
   0,  202,  239,
   0,  205,  239,
   0,  208,  239,
   0,  212,  240,
   0,  212,  240,
   0,  212,  240,
   0,  212,  240,
   0,  213,  240,
   0,  214,  241,
   0,  215,  241,
   0,  216,  241,
   0,  217,  242,
   0,  218,  242,
   0,  219,  242,
   0,  220,  243,
   0,  220,  243,
   0,  220,  243,
   0,  221,  243,
   0,  222,  243,
   0,  223,  244,
   0,  224,  244,
   0,  225,  244,
   0,  226,  245,
   0,  227,  245,
   0,  228,  245,
   0,  229,  246,
   0,  229,  246,
   0,  229,  246,
   6,  230,  246,
  15,  231,  247,
  24,  232,  247,
  33,  233,  247,
  42,  234,  247,
  51,  235,  248,
  59,  236,  248,
  68,  237,  248,
  77,  237,  248,
  86,  237,  249,
  95,  238,  249,
 104,  239,  249,
 113,  240,  250,
 122,  241,  250,
 131,  242,  250,
 140,  243,  251,
 149,  244,  251,
 157,  245,  251,
 166,  246,  251,
 175,  246,  251,
 184,  246,  252,
 193,  247,  252,
 201,  248,  252,
 210,  249,  253,
 219,  250,  253,
 228,  251,  253,
 237,  252,  254,
 246,  253,  254,
 255,  254,  254,
 255,  254,  254,
